"body_len", "creation_date", "labels", "id", "title_len", "last_modified_date", "closed_at", "author", "comments_num"
311, 2021-04-14 13:46:32, enhancement, 857916184, 38, None, 2021-05-23 15:51:27, None, 6
427, 2021-04-09 19:05:23, discussion, 854782511, 35, None, 2022-01-15 19:01:30, Erez Shinan, 10
268, 2021-04-09 16:24:56, , 854673980, 12, None, 2021-04-19 17:17:58, None, 5
257, 2021-04-08 20:33:15, enhancement, 853869265, 37, None, 2021-04-19 17:20:58, Alexander Morozov, 6
1886, 2021-04-08 20:16:26, enhancement, 853849785, 29, None, 2022-02-15 08:54:30, Alexander Morozov, 12
12, 2021-04-07 18:25:21, , 852687780, 35, None, 2021-04-15 19:20:28, None, 4
897, 2021-04-07 17:11:24, enhancement, 852616718, 29, None, 2021-04-15 19:20:28, Gary Geng, 4
566, 2021-04-03 19:13:45, , 849722317, 30, None, 2021-04-05 11:38:33, Drew Risinger, 3
148, 2021-04-02 19:46:23, , 849430236, 41, None, 2021-04-02 21:31:55, Gary Geng, 1
1132, 2021-04-02 17:59:02, , 849365668, 42, None, 2021-04-02 21:31:55, Gary Geng, 1
1665, 2021-03-27 08:39:39, , 842453836, 21, None, 2022-01-15 19:16:42, Ivan Nikolaev, 1
733, 2021-03-24 00:47:20, , 839239765, 30, None, 2021-05-03 16:51:15, None, 9
3053, 2021-03-22 22:33:10, , 838158184, 58, None, 2021-03-22 22:43:33, Diarmid Mackenzie, 2
27, 2021-03-22 18:36:29, , 838003555, 47, None, 2021-03-23 01:53:55, None, 1
124, 2021-03-22 18:20:00, , 837991531, 33, None, 2021-03-23 01:56:52, None, 1
3001, 2021-03-20 03:20:14, question, 836637270, 22, None, 2021-03-20 17:14:54, ThatXliner, 6
1169, 2021-03-19 23:59:53, , 836504302, 64, None, 2021-03-23 01:56:53, ThatXliner, 1
465, 2021-03-19 08:28:59, , 835694724, 54, None, 2021-03-19 09:39:47, None, 5
390, 2021-03-17 19:06:15, question, 834092891, 78, None, 2021-03-17 19:28:55, DannyS, 2
214, 2021-03-15 23:02:36, , 832266520, 35, None, 2021-03-15 23:41:35, ThatXliner, 2
2788, 2021-03-11 15:16:16, , 829248495, 48, None, 2021-03-23 01:53:55, Hans Dembinski, 1
1577, 2021-03-06 16:45:45, , 823692303, 45, None, 2021-03-06 17:13:57, Antoine Viallon, 4
0, 2021-03-01 00:08:44, , 818350699, 25, None, 2021-03-01 13:09:19, Erez Shinan, 7
1035, 2021-02-25 22:35:40, question, 816864389, 40, None, 2021-03-01 00:14:46, Seydou Dia, 1
0, 2021-02-25 02:51:56, , 816033457, 38, None, 2021-02-27 20:23:17, Erez Shinan, 5
1229, 2021-02-24 01:33:32, question, 814996032, 75, None, 2021-02-24 18:42:12, Hicham Moro, 7
1586, 2021-02-21 16:46:54, question, 812897180, 44, None, 2021-02-24 15:46:19, None, 7
35, 2021-02-19 16:07:17, , 812145280, 50, None, 2021-02-23 20:58:07, Erez Shinan, 3
3753, 2021-02-16 12:10:17, question, 809257289, 51, None, 2021-03-01 00:15:00, Amine Aboufirass, 3
1805, 2021-02-16 01:03:49, , 808908483, 27, None, 2021-02-16 23:44:43, James Hester, 3
324, 2021-02-14 22:34:59, enhancement, 808063267, 64, None, 2021-03-05 15:02:49, Erez Shinan, 3
272, 2021-02-12 17:53:15, , 807434962, 30, None, 2021-03-24 18:40:11, ThatXliner, 4
2182, 2021-02-11 22:56:47, question, 806808911, 74, None, 2021-02-25 14:50:09, Vivian Heyman, 5
116, 2021-02-06 18:22:13, , 802758688, 28, None, 2022-02-15 08:53:28, Erez Shinan, 4
749, 2021-02-06 01:24:23, , 802574204, 20, None, 2021-03-25 19:05:03, None, 3
2945, 2021-02-05 16:46:21, question, 802314447, 28, None, 2022-02-15 08:52:49, Vivian Heyman, 2
185, 2021-02-05 14:11:06, , 802195547, 28, None, 2021-02-05 18:21:32, None, 1
1336, 2021-02-04 17:50:23, , 801506860, 50, None, 2021-02-05 18:22:00, Mike Iovine, 3
428, 2021-01-28 18:02:15, , 796230142, 31, None, 2021-01-28 18:46:22, matias morant, 5
816, 2021-01-28 04:21:13, , 795654104, 49, None, 2021-02-14 13:50:34, None, 5
0, 2021-01-26 23:03:19, , 794626306, 29, None, 2021-01-26 23:35:27, ThatXliner, 0
0, 2021-01-26 20:51:06, , 794551708, 40, None, 2021-01-26 21:43:45, None, 1
4311, 2021-01-26 19:07:56, , 794487635, 33, None, 2021-01-26 22:13:19, ThatXliner, 7
7584, 2021-01-26 02:29:24, question, 793874903, 33, None, 2021-01-26 18:36:04, ThatXliner, 1
705, 2021-01-24 20:09:12, question, 792881710, 15, None, 2021-01-25 02:21:50, Morten, 5
510, 2021-01-19 22:56:23, , 789448479, 31, None, 2021-01-25 04:07:27, Erez Shinan, 10
2009, 2021-01-18 21:41:53, question, 788562524, 22, None, 2021-01-18 21:49:29, Marijan Smetko, 3
240, 2021-01-17 09:50:58, , 787670087, 46, None, 2021-01-17 10:43:52, Pratyush Das, 0
977, 2021-01-11 21:24:35, question, 783715757, 41, None, 2021-01-11 21:39:15, Ivan Gonzalez, 2
1085, 2021-01-11 15:11:40, question, 783450347, 42, None, 2021-01-25 04:10:40, Jun, 5
539, 2021-01-09 12:32:58, , 782598843, 61, None, 2021-01-10 22:20:53, None, 5
209, 2021-01-04 20:33:08, , 778347019, 41, None, 2021-08-13 16:08:18, Roman Yurchak, 1
682, 2020-12-28 20:50:41, , 775582016, 29, None, 2021-01-26 22:13:01, None, 1
362, 2020-12-27 18:13:53, , 775084405, 15, None, 2021-01-25 04:07:29, None, 1
2619, 2020-12-27 15:51:40, , 775061503, 68, None, 2021-01-26 22:13:45, Michelle Fullwood, 4
6234, 2020-12-27 15:09:51, question, 775054557, 53, None, 2021-01-26 22:11:12, Mike Pennington, 11
306, 2020-12-25 19:14:08, , 774774668, 15, None, 2021-01-26 22:17:33, None, 3
19, 2020-12-25 00:29:41, , 774587663, 38, None, 2021-01-26 22:17:47, None, 2
250, 2020-12-24 15:52:44, enhancement, 774495725, 39, None, 2021-01-26 22:10:30, Erez Shinan, 15
83, 2020-12-24 15:33:25, , 774489966, 49, None, 2020-12-29 14:27:19, Sergey Bronnikov, 1
35, 2020-12-23 20:35:44, , 774030219, 95, None, 2020-12-24 14:19:12, Erez Shinan, 3
0, 2020-12-19 11:55:23, , 771367195, 37, None, 2020-12-19 18:26:47, Søren Fuglede Jørgensen, 1
79, 2020-12-16 17:54:29, , 769147589, 47, None, 2022-02-15 08:56:39, Lawrence Chan, 1
245, 2020-12-07 18:41:44, , 758751671, 32, None, 2021-01-26 22:14:16, ThatXliner, 4
1064, 2020-12-06 19:59:09, question, 758009096, 20, None, 2022-02-15 08:56:31, None, 3
150, 2020-12-06 19:33:19, , 758003371, 30, None, 2020-12-06 23:00:52, None, 1
1189, 2020-12-06 18:21:06, question, 757989248, 24, None, 2020-12-06 21:35:21, ornariece, 4
3294, 2020-12-06 10:20:19, , 757892271, 47, None, 2020-12-06 13:23:36, Peter Wienemann, 7
588, 2020-12-03 23:37:22, , 756675543, 47, None, 2020-12-04 00:02:56, Brice Arnould, 1
332, 2020-12-03 22:48:14, , 756652803, 48, None, 2020-12-04 00:02:06, Brice Arnould, 1
105, 2020-11-29 16:30:31, , 752953535, 50, None, 2020-12-13 16:16:03, Erez Shinan, 4
626, 2020-11-27 10:04:39, , 752132901, 93, None, 2020-12-29 22:31:03, asellappenIBM, 3
525, 2020-11-26 21:07:57, question, 751827344, 44, None, 2020-11-29 12:56:32, None, 2
281, 2020-11-26 00:13:38, question, 751190509, 48, None, 2022-02-15 08:57:23, Rayyan Cyclegar, 3
11, 2020-11-25 20:42:10, , 751106188, 62, None, 2020-11-25 20:56:47, None, 0
73, 2020-11-25 17:04:53, , 750985256, 54, None, 2020-11-26 15:36:40, Erez Shinan, 1
778, 2020-11-24 20:36:15, , 750041580, 20, None, 2021-01-26 22:04:48, None, 5
126, 2020-11-24 15:33:45, , 749814873, 58, None, 2020-11-24 16:05:27, Erez Shinan, 2
1045, 2020-11-24 14:33:39, enhancement, 749757542, 49, None, 2020-11-24 14:37:43, Charles Esterbrook, 2
581, 2020-11-24 04:21:14, , 749328433, 35, None, 2020-11-24 19:00:08, ThatXliner, 10
331, 2020-11-23 22:38:03, , 749178450, 34, None, 2020-11-24 13:06:31, None, 8
8191, 2020-11-22 16:33:42, , 748280192, 25, None, 2020-11-25 20:56:47, Peter Wienemann, 8
35, 2020-11-21 22:18:31, , 748113732, 24, None, 2020-11-21 23:23:44, ThatXliner, 6
67, 2020-11-21 21:41:19, , 748108137, 22, None, 2020-11-24 16:09:19, ThatXliner, 4
101, 2020-11-21 21:34:39, , 748107147, 37, None, 2020-11-23 08:28:57, Erez Shinan, 1
0, 2020-11-21 20:00:16, , 748092481, 23, None, 2020-11-21 20:48:33, None, 0
616, 2020-11-20 23:20:26, , 747857354, 49, None, 2020-11-24 13:43:34, None, 1
0, 2020-11-20 21:25:06, , 747803286, 26, None, 2020-11-21 07:28:01, ThatXliner, 1
1190, 2020-11-19 16:43:59, bug, 746746882, 56, None, 2021-06-29 15:20:48, None, 23
51, 2020-11-18 19:17:58, , 745936141, 18, None, 2020-11-18 21:12:45, Greg Ward, 1
106, 2020-11-18 11:05:12, , 745561773, 37, None, 2020-11-18 11:09:14, None, 1
2563, 2020-11-17 21:18:24, question, 745094843, 54, None, 2020-11-17 21:45:43, Rayyan Cyclegar, 5
115, 2020-11-16 18:22:16, , 744059348, 19, None, 2020-11-16 19:37:40, ThatXliner, 1
390, 2020-11-16 18:08:37, question, 744050497, 74, None, 2020-11-16 18:53:53, ThatXliner, 4
447, 2020-11-16 13:59:14, , 743858562, 76, None, 2021-05-13 20:14:40, ornariece, 23
148, 2020-11-15 10:28:34, , 743227006, 55, None, 2020-11-15 14:34:46, None, 3
2306, 2020-11-14 22:47:23, , 743099306, 40, None, 2022-02-15 08:58:00, Charles Esterbrook, 3
2650, 2020-11-14 05:54:20, question, 742935045, 23, None, 2020-11-14 05:57:18, Saeed Rasooli, 9
275, 2020-11-13 11:50:24, , 742393959, 42, None, 2020-11-13 12:29:41, None, 0
142, 2020-11-13 03:58:41, , 742115607, 14, None, 2020-11-16 19:39:46, None, 1
5176, 2020-11-13 00:01:39, , 742017285, 61, None, 2020-11-16 19:39:46, Charles Esterbrook, 15
806, 2020-11-12 14:26:57, , 741644886, 53, None, 2020-11-12 20:53:10, None, 4
1742, 2020-11-11 20:54:53, , 741063923, 51, None, 2020-11-12 07:54:42, Gregory, 7
1873, 2020-11-11 17:30:29, question, 740942764, 34, None, 2020-11-13 14:01:36, None, 6
913, 2020-11-11 01:33:34, question, 740377752, 40, None, 2022-02-15 08:57:30, None, 2
609, 2020-11-10 15:41:15, , 740019126, 34, None, 2020-12-13 16:16:05, Julien Malard-Adam, 0
610, 2020-11-10 15:25:40, , 740006487, 24, None, 2020-11-10 15:41:57, Julien Malard-Adam, 1
3497, 2020-11-09 17:04:58, question, 739203854, 38, None, 2020-11-09 23:12:59, Rayyan Cyclegar, 18
158, 2020-11-05 05:36:53, , 736628443, 23, None, 2020-11-09 09:02:53, None, 4
3269, 2020-11-03 16:33:44, question, 735468837, 48, None, 2020-11-05 23:47:49, Rayyan Cyclegar, 7
374, 2020-11-02 22:22:58, question, 734876226, 40, None, 2020-11-02 22:27:32, ThatXliner, 4
2500, 2020-11-02 16:33:29, , 734649549, 67, None, 2020-11-03 11:45:54, Fabio Zadrozny, 18
781, 2020-11-02 07:52:36, bug, 734278484, 59, None, 2020-11-09 09:02:53, Erez Shinan, 3
41, 2020-11-01 13:31:51, , 733967028, 20, None, 2020-11-01 13:39:56, 谭九鼎, 0
863, 2020-10-29 20:47:27, , 732648369, 49, None, 2020-11-13 09:53:39, Arthur Lapraye, 14
3374, 2020-10-28 12:31:58, question, 731399990, 36, None, 2022-02-15 08:58:11, Fabio Zadrozny, 3
0, 2020-10-27 19:55:12, , 730768216, 30, None, 2020-11-29 11:40:32, Fabio Zadrozny, 6
0, 2020-10-27 19:50:17, , 730764590, 24, None, 2020-10-28 06:55:04, Fabio Zadrozny, 0
1149, 2020-10-27 12:28:02, , 730406381, 29, None, 2020-10-27 15:33:24, Fabio Zadrozny, 3
425, 2020-10-25 14:58:00, question, 729038875, 50, None, 2020-11-18 16:22:28, ThatXliner, 9
94, 2020-10-25 04:13:51, , 728935830, 40, None, 2020-10-25 05:45:48, None, 3
0, 2020-10-22 12:32:06, , 727346150, 65, None, 2020-10-22 14:02:14, Erez Shinan, 1
99, 2020-10-21 16:01:29, , 726641637, 17, None, 2020-10-22 15:40:21, ThatXliner, 0
0, 2020-10-21 13:51:14, , 726514040, 10, None, 2020-10-29 20:32:44, Peter Wienemann, 0
347, 2020-10-20 20:33:54, , 725923843, 40, None, 2020-11-29 11:36:07, None, 5
182, 2020-10-20 16:42:25, question, 725767938, 26, None, 2022-02-15 08:58:32, None, 5
87, 2020-10-18 13:31:00, , 724007721, 59, None, 2020-10-19 14:35:25, Erez Shinan, 11
2588, 2020-10-16 20:53:11, question, 723524936, 39, None, 2020-10-17 20:07:50, Joe Palermo, 7
99, 2020-10-16 20:12:50, , 723504542, 25, None, 2020-10-16 20:38:23, ThatXliner, 1
0, 2020-10-16 14:08:58, , 723260651, 17, None, 2020-10-16 14:23:39, Peter Wienemann, 1
207, 2020-10-16 13:39:14, , 723235636, 26, None, 2020-10-19 12:15:58, Peter Wienemann, 7
40, 2020-10-15 19:34:19, , 722617207, 41, None, 2020-10-16 06:54:05, ThatXliner, 3
62, 2020-10-13 16:43:48, , 720525829, 34, None, 2022-02-15 08:59:32, Felix Yan, 3
463, 2020-10-12 22:37:28, enhancement, 719713330, 41, None, 2020-10-21 16:20:44, Mike Lin, 2
313, 2020-10-07 15:47:13, , 716648577, 24, None, 2020-11-23 08:50:02, None, 3
0, 2020-10-07 10:54:41, , 716422023, 41, None, 2020-10-07 12:08:42, Erez Shinan, 2
1044, 2020-10-07 01:19:48, , 716124192, 46, None, 2020-10-13 10:53:59, None, 6
415, 2020-10-05 21:38:36, , 715180029, 69, None, 2020-10-06 19:33:49, None, 11
352, 2020-10-03 23:58:05, , 714198887, 51, None, 2020-10-06 12:56:40, None, 6
256, 2020-10-03 13:07:08, , 714086576, 50, None, 2020-10-05 08:45:55, Tom Ritchford, 6
105, 2020-10-02 22:43:14, , 713938426, 20, None, 2020-10-05 08:50:55, None, 0
145, 2020-10-01 14:38:07, , 712906622, 52, None, 2020-10-06 15:22:36, None, 9
1064, 2020-10-01 04:02:10, , 712456383, 56, None, 2020-10-06 15:22:35, Hide for now, 3
307, 2020-09-30 12:52:51, question, 711920732, 52, None, 2020-10-19 12:20:56, None, 5
849, 2020-09-26 19:22:51, , 709596173, 21, None, 2020-10-25 09:18:16, None, 10
1058, 2020-09-26 15:22:31, , 709556415, 49, None, 2021-07-22 18:58:54, sinoroc, 10
143, 2020-09-23 17:27:39, , 707548492, 48, None, 2020-09-29 11:47:31, None, 6
341, 2020-09-22 18:55:27, , 706616950, 44, None, 2020-10-19 12:23:03, None, 4
1015, 2020-09-22 18:09:39, , 706589856, 75, None, 2020-10-19 14:36:06, Erez Shinan, 2
834, 2020-09-21 22:26:52, , 705955976, 22, None, 2021-05-17 22:18:54, None, 9
101, 2020-09-21 14:48:51, , 705670390, 28, None, 2020-09-21 16:20:07, Michael K., 1
639, 2020-09-20 08:50:48, enhancement, 705071904, 57, None, 2020-09-21 07:00:17, Fabio Zadrozny, 8
655, 2020-09-19 21:09:19, , 704998569, 42, None, 2021-09-13 08:27:41, None, 4
122, 2020-09-19 17:38:57, , 704949971, 39, None, 2020-09-19 18:54:20, None, 0
1157, 2020-09-19 01:55:30, , 704739664, 39, None, 2020-10-05 12:03:31, None, 3
169, 2020-09-19 01:04:48, , 704728480, 44, None, 2020-09-19 06:04:48, None, 1
1648, 2020-09-18 10:16:55, question, 704263260, 39, None, 2020-09-18 13:53:51, Arnon Hevlin, 4
584, 2020-09-18 02:49:51, , 704038334, 38, None, 2020-09-19 06:07:43, None, 4
584, 2020-09-17 12:43:15, , 703552382, 65, None, 2020-09-17 14:59:20, Tom Ritchford, 10
0, 2020-09-15 15:23:50, , 702029216, 49, None, 2020-09-15 16:11:19, Tom Ritchford, 2
0, 2020-09-15 13:32:44, , 701933671, 49, None, 2020-09-15 14:09:40, Tom Ritchford, 5
1255, 2020-09-14 22:00:58, question, 701461939, 19, None, 2020-09-17 21:46:42, Kevin Amado, 12
450, 2020-09-14 18:55:05, , 701346098, 43, None, 2020-09-21 08:12:38, Richard Shin, 1
710, 2020-09-14 09:45:14, question, 700944265, 42, None, 2020-09-14 10:35:56, Jakub Sygnowski, 6
3743, 2020-09-07 07:31:57, question, 694806764, 35, None, 2020-09-21 08:13:07, None, 9
42, 2020-08-28 22:40:56, , 688391905, 24, None, 2020-09-04 09:36:08, None, 9
1372, 2020-08-28 19:31:38, , 688311763, 37, None, 2020-08-31 07:03:21, Jonah "Jay" Y-M, 8
1299, 2020-08-26 18:47:27, , 686538204, 38, None, 2020-08-27 19:01:40, Zach Brookler, 3
96, 2020-08-24 22:06:57, , 685012230, 19, None, 2020-08-27 08:25:08, Hide for now, 4
1051, 2020-08-24 06:21:22, , 684394209, 38, None, 2020-09-13 10:33:54, Hide for now, 6
2345, 2020-08-24 05:36:11, question, 684374500, 32, None, 2021-07-22 18:58:29, Hide for now, 6
958, 2020-08-24 02:54:03, , 684322540, 20, None, 2020-08-28 22:43:25, None, 1
219, 2020-08-22 17:54:39, , 684037326, 22, None, 2020-08-22 22:34:06, None, 2
2409, 2020-08-21 04:34:50, enhancement, 683253888, 40, None, 2020-09-13 10:48:45, None, 11
0, 2020-08-19 12:25:47, , 681798952, 19, None, 2020-08-19 12:34:03, Erez Shinan, 0
199, 2020-08-19 12:07:45, , 681788078, 32, None, 2020-08-20 07:14:03, Sasank Chilamkurthy, 1
0, 2020-08-19 11:56:51, , 681781731, 73, None, 2020-08-19 15:10:05, Erez Shinan, 6
31, 2020-08-19 11:25:17, , 681763789, 21, None, 2020-08-19 11:30:57, Sasank Chilamkurthy, 0
35, 2020-08-19 11:22:15, , 681762062, 46, None, 2020-08-19 11:25:57, Erez Shinan, 0
392, 2020-08-19 10:27:26, , 681727968, 47, None, 2020-08-19 11:19:11, Sasank Chilamkurthy, 11
10, 2020-08-19 08:25:19, , 681647756, 55, None, 2020-08-19 08:36:26, None, 1
997, 2020-08-19 07:57:51, , 681630617, 72, None, 2020-08-19 08:36:26, None, 3
0, 2020-08-18 07:05:30, , 680751427, 28, None, 2020-08-18 07:14:28, Sasank Chilamkurthy, 0
1267, 2020-08-17 23:22:23, , 680582142, 47, None, 2020-08-18 09:20:38, None, 1
0, 2020-08-17 12:35:44, , 680201568, 19, None, 2020-08-17 13:29:13, None, 1
0, 2020-08-17 12:09:46, , 680186330, 25, None, 2020-08-17 12:21:44, Sasank Chilamkurthy, 0
439, 2020-08-16 17:47:25, enhancement, 679795694, 51, None, 2020-09-13 10:39:05, Charles Esterbrook, 1
0, 2020-08-16 14:48:26, , 679767356, 79, None, 2020-08-17 13:42:35, Julien Malard-Adam, 5
1078, 2020-08-16 12:06:13, , 679743012, 52, None, 2020-08-18 21:30:26, Abdul Muizz, 5
364, 2020-08-16 08:24:06, , 679713928, 28, None, 2020-08-17 12:00:23, Sasank Chilamkurthy, 5
34, 2020-08-15 15:53:40, question, 679598642, 84, None, 2020-08-16 10:57:21, ronaldinho_x86, 4
160, 2020-08-14 10:17:41, , 679057584, 41, None, 2020-08-14 12:03:04, None, 4
325, 2020-08-14 09:38:39, , 679035911, 38, None, 2020-09-26 19:30:56, None, 5
861, 2020-08-13 19:57:14, , 678698055, 46, None, 2020-08-14 13:37:27, None, 1
115, 2020-08-13 16:13:07, , 678559053, 66, None, 2020-08-13 18:15:36, None, 3
1288, 2020-08-12 22:34:58, question, 678019571, 58, None, 2020-08-13 08:18:08, Dariusz Suchojad, 3
1485, 2020-08-12 21:16:18, , 677984203, 58, None, 2020-08-13 18:15:36, None, 2
334, 2020-08-12 14:59:39, , 677762535, 14, None, 2020-08-13 08:58:23, None, 7
1781, 2020-08-12 09:38:47, , 677548882, 24, None, 2020-08-13 08:58:23, None, 6
108, 2020-08-10 21:51:00, , 676437992, 80, None, 2020-08-11 15:54:15, None, 4
1392, 2020-08-10 20:12:25, enhancement, 676388239, 57, None, 2020-08-13 08:58:23, None, 17
280, 2020-08-10 13:16:38, , 676128554, 9, None, 2020-09-13 10:39:20, Luca Becchetti, 1
202, 2020-08-08 14:49:44, , 675536833, 34, None, 2021-07-22 18:56:38, Sasank Chilamkurthy, 0
1853, 2020-08-08 13:39:08, question, 675527059, 38, None, 2021-05-13 20:12:19, Sasank Chilamkurthy, 5
364, 2020-08-08 11:20:05, enhancement, 675509747, 35, None, 2020-08-18 09:26:05, Sasank Chilamkurthy, 12
1200, 2020-08-03 11:50:29, question, 672019808, 36, None, 2020-08-03 13:08:15, André Oliveira, 2
562, 2020-08-03 10:39:26, , 671980779, 62, None, 2020-08-05 13:06:33, Michael Milton, 4
10, 2020-07-28 14:54:44, , 667140527, 41, None, 2020-07-28 18:00:38, Aaron Defazio, 6
2411, 2020-07-28 13:00:54, , 667053762, 50, None, 2020-08-06 20:24:33, Yohannes Bekele, 2
256, 2020-07-27 23:01:19, question, 666636473, 41, None, 2020-08-06 20:24:27, Brando Miranda, 2
584, 2020-07-27 07:04:05, , 666036746, 30, None, 2020-07-27 11:23:21, Fredrick Brennan, 3
5, 2020-07-25 16:02:04, , 665609977, 42, None, 2020-07-25 16:45:45, None, 0
84, 2020-07-24 18:20:15, , 665337777, 13, None, 2020-11-04 07:26:35, None, 4
602, 2020-07-23 17:45:29, , 664657434, 13, None, 2020-07-31 07:24:37, None, 27
833, 2020-07-20 15:32:13, , 661957810, 53, None, 2020-09-13 10:56:56, Tom Bertalan, 4
703, 2020-07-19 14:43:53, question, 660876119, 198, None, 2020-07-20 04:15:15, Jude Kanjamala, 2
401, 2020-07-19 05:50:08, enhancement, 660618057, 58, None, 2020-09-13 10:51:34, Fredrick Brennan, 6
311, 2020-07-19 04:27:31, , 660581217, 52, None, 2020-07-19 08:39:31, Fredrick Brennan, 1
2907, 2020-07-19 00:02:48, , 660462396, 113, None, 2020-07-19 13:05:45, Fredrick Brennan, 4
34, 2020-07-18 17:19:53, , 660268417, 30, None, 2020-07-27 17:04:47, Inky, 1
523, 2020-07-18 17:05:03, , 660261088, 19, None, 2020-08-06 20:20:16, Inky, 1
258, 2020-07-17 17:02:30, , 659432201, 43, None, 2020-08-06 20:19:04, None, 1
84, 2020-07-16 16:08:31, , 658340270, 65, None, 2020-07-16 19:26:12, None, 5
2627, 2020-07-16 03:53:12, , 657824241, 46, None, 2020-07-16 19:26:11, Nic Watson, 0
644, 2020-07-11 09:03:48, , 655168985, 35, None, 2020-09-13 10:53:09, Peter Kasza, 4
931, 2020-07-09 14:56:59, question, 654127634, 69, None, 2020-10-05 08:50:55, Jeff Webb, 19
1420, 2020-07-08 18:45:02, question, 653516530, 25, None, 2020-07-08 20:38:56, Paulo Santos, 6
830, 2020-07-07 18:52:36, , 652543235, 70, None, 2020-07-07 19:58:36, None, 2
1285, 2020-07-06 21:10:06, , 651820771, 44, None, 2020-07-28 18:00:37, Aaron Defazio, 5
40, 2020-07-05 10:26:49, , 651043117, 16, None, 2020-07-05 10:31:24, None, 1
2454, 2020-07-04 19:04:24, , 650940770, 34, None, 2021-01-26 22:07:51, Julien Malard-Adam, 6
193, 2020-07-02 09:51:31, , 649797013, 21, None, 2020-07-02 09:54:27, Erez Shinan, 0
833, 2020-07-01 12:45:26, question, 648953064, 36, None, 2020-07-01 13:32:25, None, 6
1313, 2020-07-01 06:19:01, question, 648706105, 40, None, 2020-07-01 11:45:01, None, 6
5, 2020-06-30 23:21:18, , 648558755, 23, None, 2020-08-14 13:21:28, None, 12
225, 2020-06-30 13:56:05, , 648197152, 29, None, 2020-08-06 12:20:31, Julien Malard-Adam, 4
425, 2020-06-29 16:01:06, question, 647493293, 24, None, 2020-06-30 16:18:48, Rodrigo de Oliveira, 12
339, 2020-06-26 16:41:02, , 646382288, 33, None, 2020-09-13 10:55:11, None, 1
2600, 2020-06-25 18:18:36, enhancement, 645760846, 48, None, 2020-10-25 09:18:16, None, 9
466, 2020-06-20 06:02:59, question, 642317120, 26, None, 2020-06-21 22:03:47, None, 3
2721, 2020-06-14 23:26:19, bug, 638451587, 50, None, 2020-08-20 17:53:51, Nic Watson, 2
786, 2020-06-12 14:53:47, , 637810030, 40, None, 2020-06-17 14:59:07, Yuan Chang, 5
594, 2020-06-12 14:14:00, , 637781521, 61, None, 2020-06-13 14:35:02, danielbisar, 6
1748, 2020-06-03 18:39:20, , 630231773, 19, None, 2020-08-06 20:13:34, Priyesh Shukla, 2
534, 2020-05-30 21:13:01, , 627822595, 66, None, 2020-06-28 18:43:34, None, 5
585, 2020-05-23 08:29:56, question, 623609619, 32, None, 2020-05-23 09:13:11, Ivan Mikhailov, 2
497, 2020-05-18 17:03:26, , 620366473, 75, None, 2020-05-19 11:35:28, PabloMK7, 6
507, 2020-05-14 18:39:44, , 618453664, 26, None, 2020-06-30 09:41:12, Julien Malard-Adam, 27
62, 2020-05-14 18:31:01, , 618448685, 5, None, 2020-05-14 18:31:22, Julien Malard-Adam, 0
1268, 2020-05-14 15:26:30, question, 618322675, 30, None, 2020-05-20 08:18:09, Inky, 5
1768, 2020-05-14 14:44:59, enhancement, 618290400, 28, None, 2020-07-04 19:05:29, Julien Malard-Adam, 5
865, 2020-05-13 12:21:39, question, 617401904, 30, None, 2020-05-13 14:08:59, PabloMK7, 8
3539, 2020-05-13 11:15:23, discussion, 617361617, 62, None, 2020-07-03 09:56:38, Jan Max Meyer, 4
386, 2020-05-10 23:27:50, , 615500230, 24, None, 2021-06-06 12:35:02, Piotr Piwoński, 2
1123, 2020-05-09 20:18:15, enhancement, 615252494, 42, None, 2020-05-10 22:20:07, Piotr Piwoński, 4
585, 2020-05-08 20:19:43, question, 614965105, 38, None, 2020-05-08 21:15:16, None, 1
4862, 2020-05-07 17:28:53, , 614224070, 70, None, 2020-08-06 20:12:17, Enjoys Math, 3
3574, 2020-05-06 21:27:13, , 613624065, 36, None, 2020-05-06 22:00:58, Alcides Fonseca, 4
455, 2020-05-06 18:13:25, discussion, 613514227, 34, None, 2022-01-15 19:13:39, Jan Max Meyer, 36
738, 2020-05-06 09:24:57, question, 613175830, 86, None, 2020-05-06 13:50:16, None, 9
3116, 2020-05-05 11:37:58, question, 612536188, 22, None, 2020-05-18 08:38:00, Aravind Kumar G, 4
3530, 2020-05-04 20:59:08, question, 612164475, 35, None, 2020-05-04 21:51:16, Aravind Kumar G, 6
273, 2020-05-04 17:01:53, , 612026063, 46, None, 2020-05-04 21:09:46, None, 5
687, 2020-05-04 11:47:39, question, 611813015, 77, None, 2020-05-04 12:46:18, None, 6
340, 2020-05-03 18:57:08, , 611481850, 47, None, 2020-05-04 10:32:18, None, 4
424, 2020-05-03 09:17:16, question, 611368888, 44, None, 2020-05-08 20:16:06, None, 5
244, 2020-05-03 09:13:10, , 611368210, 59, None, 2020-05-04 07:40:16, Jan Max Meyer, 6
1830, 2020-05-02 10:53:00, , 611159063, 38, None, 2021-07-22 18:54:52, Michael Wayne Goodman, 11
628, 2020-05-01 14:39:15, , 610784247, 20, None, 2020-05-01 21:31:05, Ryo Yamamoto, 2
529, 2020-05-01 12:54:18, question, 610736783, 42, None, 2020-05-01 12:59:08, Ryo Yamamoto, 2
1843, 2020-04-30 10:16:44, , 609790934, 17, None, 2020-08-06 20:09:29, None, 3
56, 2020-04-29 09:20:00, , 608904134, 37, None, 2020-04-29 10:20:19, None, 1
